article_incident_title,incday,incmo,incyr,province_psgc,municipality_psgc,city_psgc,actors_affiliation1,actors_effect1,manifestation_code1,incident_causes_code1,geo_tag_longitude,geo_tag_latitude,actors_count_number,inc_cat
"Stabbing in Super Market site, Brgy.Poblacion, Cotabato City",23,7,2017,-99,-99,129804000,16,6,902,-98,124.2574471,7.220192174,2,9
"Stabbing in Unayan St., Sabala Manao, Marawi City, Lanao del Sur",22,8,2013,153600000,-99,153617000,16,4,906,-98,124.2913446,7.997397189,2,9
"Stabbing injuries in Brgy. Balobo, Lamitan City, Basilan",23,4,2016,150700000,-99,150702000,16,4,906,-98,122.139998,6.636409157,2,9
"Stabbing with robbery in Sinsuat Ave., Cotabato City",30,7,2011,-99,-99,129804000,24,4,906,1007,124.2310439,7.2046668,3,1
"Stabbing/Frustrated homicide in Brgy. Poblacion, Siasi, Sulu",7,12,2015,156600000,156612000,-99,16,4,906,-98,120.8297411,5.550705749,2,9
"Stabbing/Hacking in RS Buan, Brgy. Poblacion 1, Cotabato City ",21,12,2016,-99,-99,129804000,16,4,906,-98,124.2581802,7.224162163,2,9
"Stabbing/Murder in Brgy. Park Area, Wao, Lanao del Sur",1,5,2015,153600000,153630000,-99,-98,6,906,-98,124.6771485,7.695580328,2,9
"Statutory rape in Brgy. Tumahubong, Sumisip, Basilan",7,8,2012,150700000,150705000,-99,2,2,908,3001,122.0558241,6.510540823,1,3
"Still no suspects, motive in Cotabato City blast",19,8,2014,-99,-99,129804000,2,4,926,3005,124.243927,7.215350011,4,3
"Stolen motorcycle at 5th road, Macapagal Subd., Brgy. Poblacion, Cotabato City",21,4,2011,-99,-99,129804000,16,-98,921,8012,124.2574471,7.220192174,3,8
"Stolen motorcycle in Brgy. Bagua 2, Cotabato City",25,3,2014,-99,-99,129804000,16,-98,921,-98,124.2298761,7.215875267,6,9
"Stolen motorcycle in Brgy. Damasulay, Datu Paglas, Maguindanao",22,9,2014,153800000,153805000,-99,16,-98,921,1007,124.8712834,6.765781737,2,1
"Stolen motorcycle in Brgy. Labu-Labu, Shariff Aguak, Maguindanao",23,9,2014,153800000,153808000,-99,16,-98,921,1007,124.4456759,6.849880741,2,1
"Stolen motorcycle in Brgy. Mantapoli, Marantao, Lanao del Sur",7,8,2014,153600000,153616000,-99,16,-98,921,1007,124.2576789,7.97934296,3,1
"Stolen Motorcycle in Brgy. Matampay, Balabagan, Lanao del Sur",21,9,2014,153600000,153602000,-99,16,-98,921,1007,124.1007921,7.542592806,3,1
"Stolen motorcycle in Brgy. Rosary Heights 10, Cotabato City",15,1,2015,-99,-99,129804000,16,-98,921,1007,124.2353465,7.201788887,2,1
"Stolen motorcycle in Brgy. Salman, Ampatuan,Maguindanao",1,11,2014,153800000,153801000,-99,-98,-98,921,8012,124.4024674,6.81089747,2,8
"Stolen motorcycle in Shariff Aguak, Maguindanao",2,12,2014,153800000,153808000,-99,16,-98,919,1007,124.4456759,6.849880741,3,1
"Stone-throwing in Brgy. Nuro, Upi, Maguindanao",20,8,2015,153800000,153815000,-99,16,-98,2032,8004,124.1616771,7.019746147,2,8
"Stoning in Brgy. Lumbang, Isabela City",15,2,2017,-99,-99,99701000,16,4,2032,3005,121.9557089,6.627783447,2,3
"Strafing between Brgy. Tamuk Island and Brgy. Calang Canas, Maluso, Basilan",16,7,2012,150700000,150704000,-99,16,4,2031,-98,121.9163901,6.462006384,3,9
"Strafing in Brgy. Ampao, Bacolod-Kalawi, Lanao del Sur ",28,12,2016,153600000,153601000,-99,16,4,2031,-98,124.1392997,7.860807914,7,9
"Strafing in Brgy. Bagoenged, Pagalungan, Maguindanao",12,11,2016,153800000,153810000,-99,16,4,2031,-98,124.7332754,7.000483565,2,9
"Strafing in Brgy. Baiwas, Sumisip, Basilan",8,3,2016,150700000,150705000,-99,12,-98,927,5017,121.9651065,6.532798186,67,5
"Strafing in Brgy. Balanakan, Datu Piang, Maguindanao",6,4,2014,153800000,153806000,-99,-98,9,2031,-98,124.4777197,7.028785343,5,9
"Strafing in Brgy. Balobo, Lamitan City, Basilan",12,10,2016,150700000,-99,150702000,16,-98,2031,-98,122.139998,6.636409157,2,9
"Strafing in Brgy. Banaba, Datu Abdullah Sangki, Maguindanao",28,9,2015,153800000,153828000,-99,16,-98,2031,-98,124.5230262,6.792076097,11,9
"Strafing in Brgy. Barurao, Sultan sa Barongis, Maguindanao",23,4,2011,153800000,153813000,-99,16,-98,2031,3006,124.6008607,6.882561531,7,3
"Strafing in Brgy. Barurao, Sultan sa Barongis, Maguindanao",7,11,2015,153800000,153813000,-99,16,-98,2031,-98,124.6008607,6.882561531,3,9
"Strafing in Brgy. Buayan, Datu Piang, Maguindanao",2,12,2013,153800000,153806000,-99,16,-98,2031,5008,124.4893784,7.024095181,6,5
"Strafing in Brgy. China Town in Malabang, Lanao del Sur",10,3,2014,153600000,153615000,-99,14,-98,2031,3006,124.0683969,7.593885397,7,3
"Strafing in Brgy. Daguan, Kapatagan, Lanao del Sur",27,9,2016,153600000,153639000,-99,29,-98,2031,3006,124.2264267,7.549402905,2,3
"Strafing in Brgy. Damalasak, Pagalungan. Maguindanao",29,3,2016,153800000,153810000,-99,16,-98,2031,-98,124.698482,7.066409822,7,9
"Strafing in Brgy. Duga-a, Tuburan, Basilan",18,11,2016,150700000,150707000,-99,2,4,2031,5017,122.2216798,6.612679555,9,5
"Strafing in Brgy. Edcor, Buldon, Maguindanao",21,7,2015,153800000,153802000,-99,16,-98,2031,-98,124.3952093,7.428878958,6,9
"Strafing in Brgy. Gadung, Barira, Maguindanao",11,7,2015,153800000,153818000,-99,16,-98,2031,7004,124.3106115,7.400152701,3,7
"Strafing in Brgy. Kibucay, Upi, Maguindanao",10,12,2016,153800000,153815000,-99,16,-98,2031,-98,124.1935095,7.083371153,4,9
"Strafing in Brgy. Labu-Labu, Shariff Aguak, Maguindanao",17,1,2015,153800000,153808000,-99,16,-98,2031,-98,124.4456759,6.849880741,11,9
"Strafing in Brgy. Lamud, South Upi, Maguindanao",15,8,2016,153800000,153817000,-99,16,-98,2031,-98,124.2326904,6.92192978,10,9
"Strafing in Brgy. Limbayan, Bongo Island, Parang, Maguindanao",25,1,2015,153800000,153811000,-99,-98,4,2031,-98,124.0284229,7.310069268,2,9
"Strafing in Brgy. Making, Parang, Maguindanao",9,7,2016,153800000,153811000,-99,14,-98,2031,-98,124.2625561,7.389324024,2,9
"Strafing in Brgy. Maliwanag, Tamparan, Lanao del Sur ",5,1,2019,153600000,153626000,-99,22,-98,2031,1007,124.3303272,7.874283026,3,1
"Strafing in Brgy. Manaul, Sumisip, Basilan",2,2,2016,150700000,150705000,-99,16,-98,2031,-98,122.0548527,6.469677136,13,9
"Strafing in Brgy. Meta, Datu Unsay, Maguindanao",9,7,2015,153800000,153827000,-99,-98,-98,2031,-98,124.4351676,6.891716498,2,9
"Strafing in Brgy. Midconding, Gen. S. K. Pendatun, Maguindanao",24,5,2018,153800000,153819000,-99,31,-98,2031,-98,124.7476662,6.800677775,3,9
"Strafing in Brgy. Midconding, Gen. S.K. Pendatun, Maguindanao",1,2,2015,153800000,153819000,-99,-98,-98,2031,-98,124.7476662,6.800677775,3,9
"Strafing in Brgy. Panggawalupa, Calanogas, Lanao del Sur",3,2,2015,153600000,153632000,-99,16,-98,919,1007,124.0759264,7.755722498,3,1
"Strafing in Brgy. Pantar, Bubong, Lanao del Sur",22,2,2015,153600000,153606000,-99,16,4,2031,-98,124.4238213,7.966577102,6,9
"Strafing in Brgy. Pisak-pisak, Tabuan-Lasa, Basilan",28,1,2013,150700000,150713000,-99,16,-98,2031,-98,122.0400061,6.329718943,2,9
"Strafing in Brgy. Poblacion, Shariff, Aguak, Maguindanao",9,8,2014,153800000,153808000,-99,16,-98,2031,-98,124.4442363,6.865942571,3,9
"Strafing in Brgy. Rosary Heights 10, Cotabato City",17,4,2014,-99,-99,129804000,16,-98,2031,-98,124.2353465,7.201788887,2,9
"Strafing in Brgy. Rosary Heights 10, Cotabato City",17,4,2014,-99,-99,129804000,11,-98,2031,-98,124.2353465,7.201788887,7,9
"Strafing in Brgy. Rosary Heights 6, Cotabato City",1,2,2014,-99,-99,129804000,-98,9,2031,3005,124.2466,7.203677434,3,3
"Strafing in Brgy. Salbu, Datu Saudi Ampatuan, Maguindanao",26,6,2013,153800000,153826000,-99,22,-98,2031,-98,124.4258821,6.934427228,8,9
"Strafing in Brgy. Sapah Bulak, Sumisip, Basilan",7,9,2012,150700000,150705000,-99,28,6,2031,-98,122.0981804,6.501454398,31,9
"Strafing in Brgy. Tuburan Proper, Hadji Mohammad Ajul, Basilan",11,5,2015,150700000,150710000,-99,-98,9,929,5008,122.275064,6.636416236,5,5
"Strafing in Brgy. Tumahobong, Sumisip, Basilan",14,12,2016,150700000,150705000,-99,30,-98,2031,-98,122.0558241,6.510540823,2,9
"Strafing in Brgy. Tumahubong, Sumisip, Basilan",13,3,2016,150700000,150705000,-99,16,-98,2031,-98,122.0558241,6.510540823,9,9
"Strafing in Brgy. Upper Cabangbang, Sumisip, Basilan",15,7,2012,150700000,150705000,-99,2,-98,927,5008,122.0706968,6.485059486,11,5
"Strafing in Malabang MPS, Brgy. China Town, Malabang, Lanao del Sur",10,3,2014,153600000,153615000,-99,16,9,2031,2014,124.0683969,7.593885397,7,2
"Strafing in Menor St., Marawi City, Lanao del Sur",16,3,2013,153600000,-99,153617000,14,-98,2031,8007,124.2793359,8.0072879,3,8
"Strafing in Narciso Highway near Crossing Barira, Parang, Maguindanao",13,5,2012,153800000,153811000,-99,16,-98,2031,1003,124.2310439,7.3331287,5,1
"Strafing in Pangarungan Village, Brgy. Moncado Colony, Marawi City, Lanao del Sur",29,8,2013,153600000,-99,153617000,-98,-98,2031,-98,124.2956999,7.997772485,2,9
"Strafing in Santos St., Brgy. Rosary Heights 6, Cotabato City  ",1,2,2014,-99,-99,129804000,16,-98,2031,3005,124.2466,7.203677434,2,3
"Strafing in Sitio Ampa, Brgy. Lower Cabengbeng, Sumisip, Basilan",13,6,2012,150700000,150705000,-99,16,4,926,3005,122.0755748,6.432437468,4,3
"Strafing in Sitio Kandiis, Brgy. Upper Cabengbeng, Sumisip, Basilan",4,9,2012,150700000,150705000,-99,12,4,2031,5008,122.0706968,6.485059486,34,5
"Strafing in Sitio Spring Side, Brgy. Blensong, Upi, Maguindanao",29,8,2013,153800000,153815000,-99,16,-98,2031,3005,124.1982463,7.00065186,5,3
"Strafing with robbery in Brgy. Boliok, Sultan Mastura, Maguindanao",3,8,2014,153800000,153824000,-99,16,-98,919,1003,124.2362027,7.313668733,8,1
"Strafing/Harassment in Brgy. Buntongun, Wao, Lanao del Sur",5,7,2015,153600000,153630000,-99,14,-98,929,2013,124.6954554,7.723536764,10,2
"Strafing/Shooting/Threats in Brgy. Saluping, Tabuan Lasa, Basilan",8,9,2015,150700000,150713000,-99,-98,-98,2031,-98,122.0304377,6.347346452,2,9
"Strangulation in Brgy. Dimaluna, Marawi City, Lanao del Sur",1,4,2016,153600000,-99,153617000,16,6,802,-98,124.2570727,7.998239126,2,9
"Strangulation in Pindolongan, Mulondo, Lanao del Sur",22,1,2016,153600000,153619000,-99,16,6,802,-98,124.3717994,7.910714881,2,9
Stray bomb hits houses outside Marawi warzone,6,8,2017,153600000,153616000,-99,2,-98,926,5017,124.222974,7.952773,2,5
"Stray bullet in Brgy. Pantar, Lumbatan, Lanao del Sur",18,1,2015,153600000,153612000,-99,16,4,2031,3006,124.2275182,7.775692192,2,3
"Sultan Kudarat s most wanted fugitive, son slain in shootout ",26,2,2019,153800000,153830000,-99,16,6,2031,8008,124.0211846,6.815687348,2,8
Sulu based Abu surrenders to Marines,7,2,2018,156600000,156613000,-99,1,14,2037,3015,121.1427152,5.93145265,2,3
Sulu bomb attack foiled,27,1,2016,156600000,156602000,-99,1,9,926,5017,121.0065568,6.049431842,5,5
Sulu cops kill 4 military officers on a mission to locate ASG suicide bombers,29,6,2020,156600000,156602000,-99,2,6,2031,2014,121.0007814,6.05388418,13,2
Sulu execs surrender arms cache to AFP,6,3,2018,156600000,156611000,-99,2,-98,2037,8008,121.0219043,6.0769305,1,8
"Sulu suicide bomber a woman, PNP confirms",14,9,2019,156600000,156611000,-99,2,-98,2039,3015,121.0333653,6.038444204,0,3
"Summary execution in Brgy. Limo-ok, Lamitan City, Basilan",9,2,2015,150700000,-99,150702000,16,6,901,5007,122.1018712,6.643569119,2,5
"Surrender of illicit firearms in Brgy. Ulitan, Ungkaya Pukan, Basilan",5,8,2013,150700000,150711000,-99,-98,9,2037,8008,122.095142,6.477822545,1,8
"Surrender of wanted person for act of lasciviousness in Brgy. Western Wao, Wao, Lanao del Sur",12,8,2015,153600000,153630000,-99,16,2,909,3001,124.7175251,7.638974104,1,3
Surveillance operation for Maguindanao massacre suspect,8,2,2013,153800000,153827000,-99,16,9,2031,2013,124.4452234,6.911670506,6,2
Survivor s tale:  Tasty water lilies  3,9,7,2017,153600000,-99,153617000,16,11,2031,5017,124.2839554,8.002478725,2,5
Survivor s tale: Tasty water lilies 1,6,7,2017,153600000,-99,153617000,36,-98,2031,5017,124.292361,8.003384,3,5
Survivor s tale: Tasty water lilies 2,8,7,2017,153600000,-99,153617000,16,-98,2031,5017,124.28395,8.0034,3,5
Suspect in Isulan bombings  killed in Maguindanao raid,6,10,2018,153800000,153808000,-99,3,6,927,5017,124.462586,6.87663851,5,5
Suspect in shooting wounded in hot pursuit operation (Suspek sa pamamaril sugatan sa pursuit operati,20,8,2019,153800000,153812000,-99,16,2,2031,2009,124.3465664,7.257832233,1,2
Suspected Abu Sayyaf  bomb expert  falls ,28,11,2017,-99,-99,99701000,1,2,2036,3015,121.9731146,6.709009295,2,3
Suspected Abu Sayyaf member arrested in Sulu clash,8,10,2015,156600000,156611000,-99,1,9,927,5008,121.0911072,6.080692477,26,5
Suspected assassins killed by soldiers in Cotabato City,8,9,2015,-99,-99,129804000,16,6,2031,-98,124.2581802,7.224162163,6,9
"Suspected improvised explosive device (IED) in Brgy. Macasampen, Guindulungan, Maguindanao",29,1,2014,153800000,153825000,-99,-98,9,2037,8008,124.3942371,6.954548043,2,8
"Suspected improvised explosive device (IED) in Brgy. San Raymundo, Jolo, Sulu",31,10,2015,156600000,156602000,-99,-98,9,926,-98,121.0065568,6.049431842,1,9
Suspected Maute man surrenders,18,4,2019,153600000,-98,-99,36,14,2042,5017,124.7708245,7.622872637,1,5
"Suspected victim of trafficking in Bongao, Tawi-Tawi",5,4,2014,157000000,157002000,-99,16,8,911,8003,119.7723973,5.03036731,2,8
"Swindling in Brgy. Bus-bus, Jolo, Sulu",20,11,2018,156600000,156602000,-99,16,-98,923,8007,121.0080767,6.058947101,3,8
Syndicate leader nabbed (Lider sa sindikato sikpaw),6,10,2020,-99,-99,129804000,10,2,2036,8004,124.2574471,7.220192174,2,8
Tarab and Murasaid clans clash in Maguindanao (Tarab ug Murasaid nag-rido sa Maguindanao),5,10,2019,153800000,153817000,-99,29,-98,927,3006,124.1703224,6.780483507,100,3
Task group formed in village exec ambush,19,8,2019,153800000,153810000,-99,31,4,905,3006,124.730389,7.074542833,8,3
Tawi-Tawi town turns over loose firearms,19,12,2020,157000000,157001000,-99,2,-98,2037,8008,119.8830199,5.091288917,2,8
Teacher found dead (Biyudang maestra nakaplagang patay),23,7,2015,-99,-99,129804000,-98,6,2032,1007,124.2416605,7.225171479,3,1
"Teacher killed, 2 hurt in Cotabato City",12,7,2016,-99,-99,129804000,16,6,2031,-98,124.2345717,7.180797291,6,9
"Teacher shot dead in Isabela City, motorbike taken by killer",15,5,2014,-99,-99,99701000,16,6,2031,1007,121.9819115,6.699832241,2,1
Teacher shot to death (Magtutudlo patay sa pagpamusil),17,5,2014,-99,-99,99701000,16,6,2031,-98,121.9819115,6.699832241,2,9
"Teenager killed in Brgy. Bagua, Cotabato City (Ulitawao gipatay) ",29,5,2011,-99,-99,129804000,16,6,2031,-98,124.2416605,7.225171479,3,9
"Teenager killed in Cotabato City (Menor gipusil, patay) ",5,11,2011,-99,-99,129804000,24,6,2031,-98,124.2310439,7.2046668,3,9
Terrorist camp bombed (Kampo sa terorista gikanyon),6,12,2020,153800000,153806000,-99,14,-98,2031,3015,124.4966,7.024870445,0,3
"Terrorist camp bombed, 7 BIFF dead (Gilubluban sa mga terorista gibombahan, 7 BIFF patay)",12,8,2018,153800000,153837000,-99,3,9,926,5017,124.4831865,6.951732947,8,5
Terrorist child killed in a clash (Anak sa lider sa terorista napatay sa engkwentro),19,8,2017,153800000,153836000,-99,3,6,927,5017,124.4600493,7.00293406,42,5
Terrorist leader wounded in war? (Lider sa terosista samaran sa giyera?),25,8,2017,153800000,153836000,-99,7,-98,927,5017,124.4606781,6.986066062,2,5
Terrorist slain as troops overrun Abu Sayyaf lair ,19,3,2019,150700000,150711000,-99,36,6,927,5017,122.1051404,6.497215737,1,5
"Terrorists, soldiers clash in Marawi",23,5,2017,153600000,-99,153617000,34,9,927,5017,124.2707616,8.005966796,20023,5
TESDA exec arrested; bomb materials seized,25,6,2019,-99,-99,99701000,30,2,2036,8008,121.954302,6.689211485,1,8
Text scam victim commits suicide (Mister biktima sa text scam naghikog),21,3,2019,153800000,153811000,-99,16,6,923,8007,124.3059941,7.33377846,2,8
"Theat in Brgy. Extension Poblacion, Wao, Lanao del Sur",12,9,2017,153600000,153630000,-99,16,-98,917,-98,124.7284343,7.64449808,3,9
"Theats in Brgy. Rosary Heights 9, Cotabato City",4,8,2017,-99,-99,129804000,16,-98,917,-98,124.2390463,7.194792729,2,9
"Theft and hacking in Purok 9, Brgy. Colonia, Lamitan City, Basilan",16,8,2013,150700000,-99,150702000,16,4,920,1007,122.155004,6.639064429,2,1
"Theft and malicious mischief in Brgy. Pilar, South Upi, Maguindanao",15,2,2015,153800000,153817000,-99,16,-98,920,1003,124.2598057,6.781871636,2,1
"Theft and physical injury in Brgy. Binuangan, Isabela City ",16,3,2017,-99,-99,99701000,16,-98,920,1008,121.991331,6.701568442,2,1
"Theft and possession of illegal drugs in Brgy. Rosary Heights 2, Cotabato City",3,6,2016,-99,-99,129804000,16,2,2032,1007,124.2485058,7.219121958,6,1
"Theft in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",31,8,2015,153800000,153807000,-99,16,-98,922,8001,124.2200147,7.149563294,2,8
"Theft in Brgy. Bagua 1, Cotabato City",24,1,2018,-99,-99,129804000,16,-98,920,2009,124.2304134,7.223362251,5,2
"Theft in Brgy. Matikang, Lantawan, Basilan",29,5,2015,150700000,150703000,-99,16,-98,921,1007,121.889154,6.641762801,2,1
"Theft in Brgy. Talisawa, Datu Abdul, Maguindanao",28,8,2015,153800000,153828000,-99,16,-98,922,8001,124.4802988,6.756185994,2,8
"Theft of firearms and violation of Republic Act 10591 (firearms) in Brgy. Seaside, Isabela City",24,4,2017,-99,-99,99701000,16,-98,920,8008,121.970721,6.705061705,2,8
Thief killed in Cotabato City (Tulisan gipatay) ,25,11,2011,-99,-99,129804000,16,6,2031,-98,124.2574471,7.220192174,3,9
"Threat (explosion) in Brgy. Matatag, Lamitan City, Basilan",22,4,2015,150700000,-99,150702000,-98,-98,926,-98,122.1313665,6.657738307,1,9
"Threat (explosive) in Brgy. Bus-bus, Jolo, Sulu",27,10,2017,156600000,156602000,-99,2,-98,917,8008,121.0080767,6.058947101,2,8
"Threat (Shooting) in Brgy. Saluping, Tabuan Lasa, Basilan",29,4,2015,150700000,150713000,-99,16,4,2031,-98,122.0304377,6.347346452,2,9
"Threat and child abuse in Sesame St., Brgy. Rosary Heights 3, Cotabato City",10,6,2016,-99,-99,129804000,24,4,2032,3001,124.2525707,7.212945808,2,3
"Threat and clash in Brgy. Lumbac-Bacayawan, Lumba-Bayabao, Lanao del Sur",8,5,2015,153600000,153611000,-99,-98,-98,917,2013,124.3668316,7.869256288,10,2
"Threat and coercion in Brgy.  Limo-ok, Lamitan City, Basilan",2,12,2015,150700000,-99,150702000,16,-98,917,-98,122.1018712,6.643569119,2,9
"Threat and coercion in Brgy. Bangoenged, Pagalungan, Maguindanao",5,5,2016,153800000,153810000,-99,16,-98,917,-98,124.7332754,7.000483565,14,9
"Threat and coercion in Brgy. Bus-bus, Jolo, Sulu",30,12,2015,156600000,156602000,-99,16,-98,917,-98,121.0080767,6.058947101,2,9
"Threat and coercion in Brgy. Darugao, Upi, Maguindanao",23,7,2016,153800000,153815000,-99,16,-98,917,-98,124.1283562,6.991283472,2,9
"Threat and coercion in Brgy. Gumagadong Calawag, Parang, Maguindanao ",18,5,2017,153800000,153811000,-99,16,-98,2031,-98,124.27984,7.399650278,2,9
"Threat and coercion in Brgy. Kajatian, Indanan, Sulu",15,12,2015,156600000,156601000,-99,16,-98,917,-98,120.9911201,6.036994755,2,9
"Threat and coercion in Brgy. Making, Parang, Maguindanao",24,7,2016,153800000,153811000,-99,16,-98,917,-98,124.2625561,7.389324024,2,9
"Threat and coercion in Brgy. Making, Parang, Maguindanao ",29,4,2017,153800000,153811000,-99,16,-98,917,-98,124.2625561,7.389324024,3,9
"Threat and coercion in Brgy. Nuro Poblacion, Upi, Maguindanao",24,7,2016,153800000,153815000,-99,16,-98,917,-98,124.1616771,7.019746147,2,9
"Threat and coercion in Brgy. Poblacion 1, Parang, Maguindanao",12,7,2017,153800000,153811000,-99,16,-98,917,-98,124.2695951,7.373902969,4,9
"Threat and coercion in Brgy. Poblacion, Parang , Maguindanao",5,4,2016,153800000,153811000,-99,16,-98,917,-98,124.2695951,7.373902969,2,9
"Threat and coercion in Brgy. Poblacion, Parang, Maguindanao",29,4,2016,153800000,153811000,-99,16,-98,917,-98,124.2695951,7.373902969,2,9
"Threat and coercion in Brgy. Resa, Datu Blah T. Sinsuat, Maguindanao",12,12,2015,153800000,153830000,-99,16,-98,917,-98,123.9842545,6.837521361,6,9
"Threat and coercion in Brgy. Romangaob, South Upi, Maguindanao",19,7,2016,153800000,153817000,-99,16,-98,917,-98,124.1783179,6.845109866,4,9
"Threat and coercion in Brgy. Tambunan 2, Guindulungan, Maguindanao",2,7,2016,153800000,153825000,-99,16,-98,917,-98,124.3921545,6.973371093,2,9
"Threat and coercion in Dollance St., Brgy. Walled, Jolo, Sulu",30,12,2015,156600000,156602000,-99,16,-98,917,-98,121.0007814,6.05388418,2,9
"Threat and coercion in Jolo Wharf in Brgy. Walled City, Jolo, Sulu",17,12,2015,156600000,156602000,-99,16,-98,917,-98,121.0007814,6.05388418,2,9
"Threat and damage to properties in Brgy. Baluno, Isabela City ",5,2,2017,-99,-99,99701000,16,-98,917,3005,122.0196699,6.722955007,4,3
"Threat and extortion in Brgy. Bus-Bus, Jolo, Sulu",17,1,2019,156600000,156602000,-99,16,-98,917,8010,121.0080767,6.058947101,2,8
"Threat and extortion in Brgy. Nituan, Parang, Maguindanao",24,3,2018,153800000,153811000,-99,-98,-98,930,8010,124.2785322,7.36295903,3,8
"Threat and malicious mischief in Brgy. Aguada, Isabela City",16,5,2016,-99,-99,99701000,16,-98,917,-98,121.9684714,6.697143855,2,9
"Threat and physical injuries in Brgy. Lunay, Lumbatan, Lanao del Sur ",14,9,2019,153600000,153612000,-99,16,4,917,3005,124.2418345,7.757831543,3,3
"Threat and stabbing in Brgy. Rosary Heights 1, Cotabato City",30,6,2016,-99,-99,129804000,31,-98,906,-98,124.2439125,7.218945798,3,9
"Threat and trespass to dwelling in Brgy. Bagua 3, Cotabato City",30,3,2016,-99,-99,129804000,16,-98,917,8007,124.2424039,7.222615835,3,8
"Threat and violation of Republic Act 10591 (illegal weapons) in Brgy. Taungoh, Sibutu, Tawi-Tawi",15,8,2017,157000000,157011000,-99,16,-98,917,8008,119.4760213,4.703412597,2,8
Threat and violation of Republic Act 9262 (VAWC law) in Cotabato City,18,8,2014,-99,-99,129804000,16,2,914,3001,124.2310439,7.2046668,2,3
"Threat at Brgy. Kiga, Upi, Maguindanao",12,7,2016,153800000,153815000,-99,16,-98,917,-98,124.0944281,7.043339363,2,9
"Threat at the boundary of Maguing and Bumbaran, Lanao del Sur",5,4,2016,153600000,153634000,-99,14,-98,927,-98,124.5306837,7.9053318,16,9
"Threat in  #14 Moon St., Zenaida Sub., Brgy. Rosary Heights 8, Cotabato City",4,8,2016,-99,-99,129804000,16,-98,917,-98,124.2444764,7.191224882,2,9
"Threat in  Brgy. Rosary Heights 6, Cotabato City",13,4,2014,-99,-99,129804000,16,-98,917,-98,124.2466,7.203677434,2,9
"Threat in  Brgy. Walled City, Jolo, Sulu",28,5,2015,156600000,156602000,-99,16,-98,917,-98,121.0007814,6.05388418,2,9
"Threat in #23 J. Garcia St., Brgy. Rosary Heights 13, Cotabato City ",11,4,2016,-99,-99,129804000,16,-98,917,-98,124.2423822,7.214084765,2,9
"Threat in 1st St., Brgy. Rosary Heights 5, Cotabato City",21,9,2016,-99,-99,129804000,16,-98,917,-98,124.2506266,7.207669111,2,9
"Threat in 2nd St., Brgy. Rosary Heights 5, Cotabato City",24,3,2016,-99,-99,129804000,16,-98,917,-98,124.2506266,7.207669111,2,9
"Threat in 2nd St., Brgy. Rosary Heights 5, Cotabato City",3,8,2016,-99,-99,129804000,16,-98,917,-98,124.2506266,7.207669111,2,9
"Threat in 343 Sinsuat Ave., Brgy. Rosary Heights 4, Cotabato City ",19,4,2016,-99,-99,129804000,24,-98,917,3001,124.2468462,7.213414081,2,3
"Threat in 7th Street Don E. Sero St., Brgy. Rosary Heights 6, Cotabato City",18,5,2012,-99,-99,129804000,16,-98,917,-98,124.2466,7.203677434,2,9
"Threat in Arong Village, Brgy. Rosary Heights 4, Cotabato City",9,5,2016,-99,-99,129804000,-98,-98,917,-98,124.2468462,7.213414081,2,9
"Threat in Barangay Lubukan, Hadji Muhtamad, Basilan",20,1,2016,150700000,150712000,-99,16,-98,917,-98,121.6144414,6.651340033,2,9
"Threat in BDO, SK Pendatun St., Brgy. Poblacion 5, Cotabato City",12,8,2016,-99,-99,129804000,-98,9,917,-98,124.2497832,7.223115208,2,9
"Threat in Bgry. Lorenzo, Balabagan, Lanao del Sur",15,3,2017,153600000,153602000,-99,16,-98,917,-98,124.130436,7.521474551,2,9
"Threat in Bgry. Poblacion (Balindong), Balindong (Watu), Lanao del Sur",27,1,2017,153600000,153603000,-99,-98,9,917,1008,124.1993798,7.910550819,1,1
"Threat in Bliss Project, Notre Dame Vill., Brgy. Rosary Heights 8, Cotabato City ",8,4,2016,-99,-99,129804000,16,-98,917,-98,124.2444764,7.191224882,2,9
"Threat in Block 1, Notre Dame Village, Brgy. Rosary Heights 8, Cotabato City",1,8,2014,-99,-99,129804000,16,-98,917,-98,124.2444764,7.191224882,2,9
"Threat in Block 2 Notre Dame Village, Cotabato City",6,7,2016,-99,-99,129804000,16,-98,917,-98,124.2444764,7.191224882,2,9
"Threat in Bonifacio St., Brgy. Poblacion 6, Cotabato City",14,3,2014,-99,-99,129804000,16,-98,917,-98,124.2457088,7.224224435,3,9
"Threat in Brgy.  Barurao, Sultan Sa Barongis, Maguindanao",30,4,2019,153800000,153813000,-99,16,-98,917,5011,124.6008607,6.882561531,6,5
"Threat in Brgy.  Crossing Sumuay, Sultan Kudarat, Maguindanao",6,1,2015,153800000,153812000,-99,16,-98,917,-98,124.3076389,7.269439902,2,9
"Threat in Brgy.  Limo-ok, Lamitan City, Basilan",2,12,2015,150700000,-99,150702000,16,-98,917,-98,122.1018712,6.643569119,2,9
"Threat in Brgy. Abong-abong, Maluso, Basilan",8,5,2016,150700000,150704000,-99,16,-98,917,-98,121.9149628,6.479323796,8,9
"Threat in Brgy. Adaon, Datu Anggal Midtimbang, Maguindanao",13,5,2018,153800000,153831000,-99,16,9,917,5011,124.352347,7.001420397,2,5
