article_incident_title,incday,incmo,incyr,case_status,region_psgc,province_psgc,municipality_psgc,city_psgc,manifestation_code1,incident_causes_code1,geo_tag_longitude,geo_tag_latitude,,
"Carnapping in Brgy. Lilod Saduc, Marawi City, Lanao del Sur",19,5,2015,3,150000000,153600000,-99,153617000,921,1007,124.296283,8.010327707,,
"Carnapping in Brgy. Limbo, Sultan Kudarat, Maguindanao",12,2,2016,2,150000000,153800000,153812000,-99,921,8012,124.2649326,7.243787208,,
"Carnapping in Brgy. Macasampen, Guindulungan, Maguindanao",17,12,2016,3,150000000,153800000,153825000,-99,921,8012,124.3942371,6.954548043,,
"Carnapping in Brgy. Magaslong, Datu Piang, Maguindanao",25,12,2015,5,150000000,153800000,153806000,-99,921,1007,124.497303,7.014443784,,
"Carnapping in Brgy. Making, Parang, Maguindanao",10,4,2016,3,150000000,153800000,153811000,-99,921,8012,124.2625561,7.389324024,,
"Carnapping in Brgy. Making, Parang, Maguindanao",15,5,2016,3,150000000,153800000,153811000,-99,921,8012,124.2625561,7.389324024,,
"Carnapping in Brgy. Malaigang, Wao, Lanao del Sur",4,9,2016,3,150000000,153600000,153630000,-99,921,8012,124.7893962,7.62494231,,
"Carnapping in Brgy. Malinis, Lamitan City, Basilan",3,1,2016,3,150000000,150700000,-99,150702000,921,8012,122.1486789,6.658122806,,
"Carnapping in Brgy. Manila Group, Wao, Lanao del Sur",3,5,2016,3,150000000,153600000,153630000,-99,921,8012,124.7190902,7.645372419,,
"Carnapping in Brgy. Manila Group, Wao, Lanao del Sur",9,12,2015,3,150000000,153600000,153630000,-99,921,1007,124.7190902,7.645372419,,
"Carnapping in Brgy. Manongkaling, Mamasapano, Maguindanao",5,7,2016,3,150000000,153800000,153820000,-99,921,8012,124.5018529,6.890414162,,
"Carnapping in Brgy. Marawi Poblacion, Marawi City, Lanao del Sur",4,3,2016,4,150000000,153600000,-99,153617000,921,8012,124.2788146,8.007975479,,
"Carnapping in Brgy. Matampay, Balabagan, Lanao del Sur",6,11,2014,3,150000000,153600000,153602000,-99,921,1007,124.1007921,7.542592806,,
"Carnapping in Brgy. Matampay, Marantao, Lanao del Sur",10,12,2011,3,150000000,153600000,153616000,-99,921,1007,124.250787,7.986537935,,
"Carnapping in Brgy. Materling, Ungkaya Pukan, Basilan",29,7,2014,3,150000000,150700000,150711000,-99,921,1007,122.1082129,6.483174115,,
"Carnapping in Brgy. Matibay, Lamitan City, Basilan",4,12,2015,3,150000000,150700000,-99,150702000,921,1007,122.1435572,6.661751051,,
"Carnapping in Brgy. Mauboh, Patikul, Sulu",17,1,2016,3,150000000,156600000,156611000,-99,921,8012,121.0178342,6.063748117,,
"Carnapping in Brgy. Mirab, Upi, Maguindanao",28,3,2016,2,150000000,153800000,153815000,-99,921,8012,124.1856261,7.035460521,,
"Carnapping in Brgy. Muslim Village, Wao, Lanao del Sur",28,8,2015,-98,150000000,153600000,153630000,-99,921,1007,124.7469904,7.646138299,,
"Carnapping in Brgy. Nituan, Parang, Maguindanao",13,5,2016,3,150000000,153800000,153811000,-99,921,8012,124.2785322,7.36295903,,
"Carnapping in Brgy. Nituan, Parang, Maguindanao",18,8,2015,2,150000000,153800000,153811000,-99,921,8012,124.2785322,7.36295903,,
"Carnapping in Brgy. Nuro Poblacion, Upi, Maguindanao",24,4,2016,3,150000000,153800000,153815000,-99,921,8012,124.1616771,7.019746147,,
"Carnapping in Brgy. Nuro, Upi, Maguindanao",26,5,2015,3,150000000,153800000,153815000,-99,921,1007,124.1616771,7.019746147,,
"Carnapping in Brgy. Nuro, Upi, Maguindanao",2,7,2014,3,150000000,153800000,153815000,-99,921,1007,124.1616771,7.019746147,,
"Carnapping in Brgy. Occidental Linuk, Tamparan, Lanao del Sur",6,3,2015,3,150000000,153600000,153626000,-99,921,1007,124.3249123,7.86357207,,
"Carnapping in Brgy. Pagalamatan, Saguiaran, Lanao del Sur",31,3,2014,3,150000000,153600000,153625000,-99,921,1007,124.2643355,8.02240038,,
"Carnapping in Brgy. Pag-asa, Bongao, Tawi-Tawi",29,4,2016,3,150000000,157000000,157002000,-99,921,8012,119.7680696,5.027593301,,
"Carnapping in Brgy. Pahut, Bongao, Tawi-Tawi",29,4,2016,3,150000000,157000000,157002000,-99,921,8012,119.7435137,5.024123492,,
"Carnapping in Brgy. Panang, Wao, Lanao del Sur",18,8,2015,3,150000000,153600000,153630000,-99,921,1007,124.7329467,7.698893661,,
"Carnapping in Brgy. Panang, Wao, Lanao del Sur",20,8,2015,3,150000000,153600000,153630000,-99,921,1007,124.7329467,7.698893661,,
"Carnapping in Brgy. Pandag, Maguindanao",18,10,2014,3,150000000,153800000,153833000,-99,2031,8004,124.7787135,6.735868694,,
"Carnapping in Brgy. Pangalamatan, Saguiaran, Lanao del Sur",14,4,2014,3,150000000,153600000,153625000,-99,921,1007,124.2643355,8.02240038,,
"Carnapping in Brgy. Park Area, Wao, Lanao del Sur",3,2,2016,3,150000000,153600000,153630000,-99,921,8012,124.6771485,7.695580328,,
"Carnapping in Brgy. Patani, Marawi City, Lanao del Sur",14,9,2014,3,150000000,153600000,-99,153617000,921,1007,124.3282196,8.011040379,,
"Carnapping in Brgy. Poblacion 2, Parang, Maguindanao",3,3,2015,3,150000000,153800000,153811000,-99,921,1007,124.2669308,7.379204844,,
"Carnapping in Brgy. Poblacion 2, Parang, Maguindanao",3,4,2015,1,150000000,153800000,153811000,-99,921,1007,124.2669308,7.379204844,,
"Carnapping in Brgy. Poblacion 2, Parang, Maguindanao",27,8,2015,3,150000000,153800000,153811000,-99,921,1007,124.2669308,7.379204844,,
"Carnapping in Brgy. Poblacion 2, Tamparan, Lanao del Sur",2,10,2015,3,150000000,153600000,153626000,-99,921,1007,124.3274891,7.877367912,,
"Carnapping in Brgy. Poblacion 3, Cotabato City",20,1,2011,3,120000000,-99,-99,129804000,921,1007,124.2544102,7.21521207,,
"Carnapping in Brgy. Poblacion 4, Cotabato City",21,3,2014,3,120000000,-99,-99,129804000,921,8012,124.2523705,7.219064067,,
"Carnapping in Brgy. Poblacion 4, Cotabato City",25,9,2014,3,120000000,-99,-99,129804000,921,1007,124.2523705,7.219064067,,
"Carnapping in Brgy. Poblacion 5, Cotabato City",19,4,2011,3,120000000,-99,-99,129804000,919,1007,124.2497832,7.223115208,,
"Carnapping in Brgy. Poblacion 6, Cotabato City",1,9,2014,3,120000000,-99,-99,129804000,921,8012,124.2457088,7.224224435,,
"Carnapping in Brgy. Poblacion Dalican, Datu Odin Sinsuat, Maguindanao",25,1,2015,3,150000000,153800000,153807000,-99,921,1007,124.3180412,7.017247023,,
"Carnapping in Brgy. Poblacion I, Shariff Aguak, Maguindanao",30,1,2018,3,150000000,153800000,153808000,-99,921,8012,124.4442363,6.865942571,,
"Carnapping in Brgy. Poblacion, Ampatuan, Maguindanao",29,8,2015,3,150000000,153800000,153801000,-99,921,1007,124.4668092,6.834806848,,
"Carnapping in Brgy. Poblacion, Ampatuan, Maguindanao",9,11,2015,3,150000000,153800000,153801000,-99,921,1007,124.4668092,6.834806848,,
"Carnapping in Brgy. Poblacion, Buluan, Maguindanao",9,2,2015,3,150000000,153800000,153803000,-99,921,1007,124.7889295,6.719403706,,
"Carnapping in Brgy. Poblacion, Buluan, Maguindanao",18,3,2016,3,150000000,153800000,153803000,-99,921,8012,124.7889295,6.719403706,,
"Carnapping in Brgy. Poblacion, Buluan, Maguindanao",16,6,2016,3,150000000,153800000,153803000,-99,921,8012,124.7889295,6.719403706,,
"Carnapping in Brgy. Poblacion, Buluan, Maguindanao",7,8,2015,3,150000000,153800000,153803000,-99,921,1007,124.7889295,6.719403706,,
"Carnapping in Brgy. Poblacion, Cotabato City",3,7,2016,3,120000000,-99,-99,129804000,921,8012,124.2574471,7.220192174,,
"Carnapping in Brgy. Poblacion, Maimbung, Sulu",17,7,2015,3,150000000,156600000,156605000,-99,921,1007,121.021999,5.931433005,,
"Carnapping in Brgy. Poblacion, Parang, Maguindanao",12,7,2016,3,150000000,153800000,153811000,-99,921,8012,124.2695951,7.373902969,,
"Carnapping in Brgy. Poblacion, Parang, Maguindanao",24,9,2016,3,150000000,153800000,153811000,-99,921,8012,124.2695951,7.373902969,,
"Carnapping in Brgy. Poblacion, Saguiaran, Lanao del Sur",10,9,2015,3,150000000,153600000,153625000,-99,921,1007,124.2681375,8.034299032,,
"Carnapping in Brgy. Poblacion, Shariff  Aguak, Maguindanao",2,2,2016,3,150000000,153800000,153808000,-99,921,8012,124.4442363,6.865942571,,
"Carnapping in Brgy. Poblacion, Shariff Aguak, Maguindanao",28,2,2013,3,150000000,153800000,153808000,-99,921,1007,124.4442363,6.865942571,,
"Carnapping in Brgy. Poblacion, Shariff Aguak, Maguindanao",9,3,2016,3,150000000,153800000,153808000,-99,921,8012,124.4442363,6.865942571,,
"Carnapping in Brgy. Poblacion, Shariff Aguak, Maguindanao",10,10,2014,3,150000000,153800000,153808000,-99,921,1007,124.4442363,6.865942571,,
"Carnapping in Brgy. Poblacion, Shariff Aguak, Maguindanao",11,12,2015,3,150000000,153800000,153808000,-99,921,1007,124.4442363,6.865942571,,
"Carnapping in Brgy. Port Holland Zone 1 Pob. (Upper), Maluso, Basilan",10,1,2016,3,150000000,150700000,150704000,-99,921,8012,121.8703614,6.544254854,,
"Carnapping in Brgy. Port Holland Zone 1 Pob. (Upper), Maluso, Basilan",13,3,2012,2,150000000,150700000,150704000,-99,921,1007,121.8703614,6.544254854,,
"Carnapping in Brgy. Raya Saduc, Marawi City, Lanao del Sur",14,5,2014,3,150000000,153600000,-99,153617000,921,1007,124.288537,8.002750765,,
"Carnapping in Brgy. Reina Regente, Datu Piang, Maguindanao",16,7,2016,3,150000000,153800000,153806000,-99,921,8012,124.5281761,7.015770064,,
"Carnapping in Brgy. Rosary Heights 1, Cotabato City",5,7,2016,3,120000000,-99,-99,129804000,921,8012,124.2439125,7.218945798,,
"Carnapping in Brgy. Rosary Heights 1, Cotabato City",24,9,2014,3,120000000,-99,-99,129804000,921,1007,124.2439125,7.218945798,,
"Carnapping in Brgy. Rosary Heights 13, Cotabato City",20,9,2016,3,120000000,-99,-99,129804000,921,8012,124.2423822,7.214084765,,
"Carnapping in Brgy. Rosary Heights 2, Cotabato City",23,2,2014,3,120000000,-99,-99,129804000,921,1007,124.2485058,7.219121958,,
"Carnapping in Brgy. Rosary Heights 2, Cotabato City",3,7,2016,3,120000000,-99,-99,129804000,921,8012,124.2485058,7.219121958,,
"Carnapping in Brgy. Rosary Heights 2, Cotabato City",12,7,2016,3,120000000,-99,-99,129804000,921,8012,124.2485058,7.219121958,,
"Carnapping in Brgy. Rosary Heights 2, Cotabato City",28,8,2014,3,120000000,-99,-99,129804000,921,1007,124.2485058,7.219121958,,
"Carnapping in Brgy. Rosary Heights 3, Cotabato City",12,2,2014,3,120000000,-99,-99,129804000,921,1007,124.2525707,7.212945808,,
"Carnapping in Brgy. Rosary Heights 3, Cotabato city",9,12,2014,3,120000000,-99,-99,129804000,921,1007,124.2525707,7.212945808,,
"Carnapping in Brgy. Rosary Heights 4, Cotabato City",7,7,2016,3,120000000,-99,-99,129804000,921,8012,124.2468462,7.213414081,,
"Carnapping in Brgy. Rosary Heights 4, Cotabato City ",16,12,2016,3,120000000,-99,-99,129804000,921,8012,124.2468462,7.213414081,,
"Carnapping in Brgy. Rosary Heights 4, Cotabato City ",16,12,2016,3,120000000,-99,-99,129804000,921,8012,124.2468462,7.213414081,,
"Carnapping in Brgy. Rosary Heights 7, Cotabato City",29,4,2014,3,120000000,-99,-99,129804000,921,1007,124.2450308,7.199083664,,
"Carnapping in Brgy. Rosary Heights, Cotabato City",1,7,2016,3,120000000,-99,-99,129804000,921,8012,124.2398944,7.210204811,,
"Carnapping in Brgy. Rosary Heights, Cotabato City",27,8,2011,3,120000000,-99,-99,129804000,921,1007,124.2398944,7.210204811,,
"Carnapping in Brgy. Salolodun Berwar, Lumba-Bayabao, Lanao del Sur",21,9,2014,3,150000000,153600000,153611000,-99,921,1007,124.3717595,7.859047893,,
"Carnapping in Brgy. San Rafael, Isabela City",24,3,2016,3,90000000,-99,-99,99701000,921,8012,121.9643724,6.698752171,,
"Carnapping in Brgy. San Rafael, Isabela City",9,11,2016,3,90000000,-99,-99,99701000,921,8012,121.9643724,6.698752171,,
"Carnapping in Brgy. San Rafael, Isabela City",9,12,2016,3,90000000,-99,-99,99701000,921,8012,121.9643724,6.698752171,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",17,1,2016,3,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",20,1,2016,3,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",24,1,2016,3,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",26,1,2016,3,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",13,2,2015,3,150000000,156600000,156602000,-99,921,1007,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",14,2,2015,3,150000000,156600000,156602000,-99,921,1007,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",8,3,2016,3,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",24,3,2016,3,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",2,4,2016,3,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",7,5,2016,3,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",1,6,2016,3,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",1,6,2016,3,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",9,6,2016,3,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",12,6,2016,3,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",21,6,2016,3,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",3,7,2016,3,150000000,156600000,156602000,-99,921,5017,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",9,9,2016,3,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",16,9,2016,3,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",22,9,2015,3,150000000,156600000,156602000,-99,921,1007,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",14,12,2016,3,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping in Brgy. San Raymundo, Jolo, Sulu",29,12,2016,3,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping in Brgy. Sangcay Dansalan, Marawi City, Lanao del Sur ",1,12,2015,3,150000000,153600000,-99,153617000,921,1007,124.2942808,7.998565126,,
"Carnapping in Brgy. Sapakan, Radja Buayan, Maguindanao",9,11,2015,3,150000000,153800000,153829000,-99,921,8004,124.5494763,6.902050668,,
"Carnapping in Brgy. Satan, Shariff Aguak, Maguindanao",14,10,2016,5,150000000,153800000,153808000,-99,921,8012,124.4335192,6.874377999,,
"Carnapping in Brgy. Sengal, Lamitan City, Basilan",12,9,2015,3,150000000,150700000,-99,150702000,921,1007,122.1237028,6.674627717,,
"Carnapping in Brgy. Sumagdang, Isabela City",16,4,2013,3,90000000,-99,-99,99701000,921,1007,121.954302,6.689211485,,
"Carnapping in Brgy. Sumagdang, Isabela City",2,9,2011,3,90000000,-99,-99,99701000,921,1007,121.954302,6.689211485,,
"Carnapping in Brgy. Sunrise, Isabela City",11,1,2012,3,90000000,-99,-99,99701000,921,1007,121.9819115,6.699832241,,
"Carnapping in Brgy. Taberlongan, Maluso, Basilan",13,5,2016,3,150000000,150700000,150704000,-99,921,8012,121.8883962,6.507902155,,
"Carnapping in Brgy. Talayan, Talayan, Maguindanao",19,2,2013,3,150000000,153800000,153816000,-99,921,1007,124.3487159,6.980363004,,
"Carnapping in Brgy. Talisawa, Datu Abdullah Sangki, Maguindanao",8,8,2014,3,150000000,153800000,153828000,-99,921,1007,124.4802988,6.756185994,,
"Carnapping in Brgy. Tambunan 2, Guindulungan, Maguindanao",2,8,2015,5,150000000,153800000,153825000,-99,921,1007,124.3921545,6.973371093,,
"Carnapping in Brgy. Tamontaka, Cotabato City",6,3,2011,3,120000000,-99,-99,129804000,921,1007,124.2266633,7.186595066,,
"Carnapping in Brgy. Tamontaka, Datu Odin Sinsuat, Maguindanao",6,2,2015,3,150000000,153800000,153807000,-99,921,1007,124.2216865,7.172958051,,
"Carnapping in Brgy. Tamontaka, Datu Odin Sinsuat, Maguindanao",12,6,2015,3,150000000,153800000,153807000,-99,921,1007,124.2216865,7.172958051,,
"Carnapping in Brgy. Tandu-Bagua, Patikul, Sulu",21,12,2015,3,150000000,156600000,156611000,-99,921,1007,121.0342379,6.082989024,,
"Carnapping in Brgy. Tatayawan South, Tamparan, Lanao del Sur",19,4,2016,3,150000000,153600000,153626000,-99,921,8012,124.3378711,7.868791752,,
"Carnapping in Brgy. Tatayawan, Tamparan, Lanao del Sur",14,9,2014,3,150000000,153600000,153626000,-99,921,1007,124.3246901,7.8768525,,
"Carnapping in Brgy. Taviran, Datu Odin Sinsuat, Maguindanao",23,8,2015,3,150000000,153800000,153807000,-99,921,1007,124.2963839,7.115740167,,
"Carnapping in Brgy. Townsite, Lamitan City, Basilan",10,1,2016,3,150000000,150700000,150704000,-99,921,8012,121.8816152,6.539322385,,
"Carnapping in Brgy. Tubig Boh, Bongao, Tawi-Tawi",6,4,2016,4,150000000,157000000,157002000,-99,921,8012,119.7685162,5.021419529,,
"Carnapping in Brgy. Tubig Tanah, Bongao, Tawi-Tawi",15,2,2011,3,150000000,157000000,157002000,-99,921,1007,119.7765207,5.023831274,,
"Carnapping in Brgy. Tukanalipao, Mamasapano, Maguindanao",14,4,2016,3,150000000,153800000,153820000,-99,921,8012,124.5177212,6.922151838,,
"Carnapping in Brgy. Tulay, Jolo, Sulu",5,2,2015,3,150000000,156600000,156602000,-99,921,1007,120.9956411,6.051182294,,
"Carnapping in Brgy. Tulay, Jolo, Sulu",7,5,2016,3,150000000,156600000,156602000,-99,921,8012,120.9956411,6.051182294,,
"Carnapping in Brgy. Tulay, Jolo, Sulu",19,6,2016,3,150000000,156600000,156602000,-99,921,8012,120.9956411,6.051182294,,
"Carnapping in Brgy. Tulay, Jolo, Sulu",7,7,2016,3,150000000,156600000,156602000,-99,921,8012,120.9956411,6.051182294,,
"Carnapping in Brgy. Tulay, Jolo, Sulu",13,7,2016,3,150000000,156600000,156602000,-99,921,8012,120.9956411,6.051182294,,
"Carnapping in Brgy. Tulay, Jolo, Sulu",21,7,2015,3,150000000,156600000,156602000,-99,921,1007,120.9956411,6.051182294,,
"Carnapping in Brgy. Tulay, Jolo, Sulu",31,7,2016,3,150000000,156600000,156602000,-99,921,8012,120.9956411,6.051182294,,
"Carnapping in Brgy. Tumahubong, Sumisip, Basilan",25,2,2014,3,150000000,150700000,150705000,-99,921,1007,122.0558241,6.510540823,,
"Carnapping in Brgy. Upper Itil, Balabagan, Lanao del Sur",11,8,2015,3,150000000,153600000,153602000,-99,921,1007,124.1733803,7.542908008,,
"Carnapping in Brgy. Walled City, Jolo, Sulu",23,1,2015,3,150000000,156600000,156602000,-99,921,1007,121.0007814,6.05388418,,
"Carnapping in Brgy. Walled City, Jolo, Sulu",2,2,2015,3,150000000,156600000,156602000,-99,921,1007,121.0007814,6.05388418,,
"Carnapping in Brgy. Walled City, Jolo, Sulu",10,2,2015,3,150000000,156600000,156602000,-99,921,1007,121.0007814,6.05388418,,
"Carnapping in Brgy. Walled City, Jolo, Sulu",27,2,2015,3,150000000,156600000,156602000,-99,921,1007,121.0007814,6.05388418,,
"Carnapping in Brgy. Walled City, Jolo, Sulu",27,2,2016,3,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping in Brgy. Walled City, Jolo, Sulu",30,3,2016,3,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping in Brgy. Walled City, Jolo, Sulu",2,4,2016,3,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping in Brgy. Walled City, Jolo, Sulu",9,5,2016,3,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping in Brgy. Walled City, Jolo, Sulu",25,5,2016,3,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping in Brgy. Walled City, Jolo, Sulu",25,5,2016,3,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping in Brgy. Walled City, Jolo, Sulu",26,5,2016,3,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping in Brgy. Walled City, Jolo, Sulu",1,6,2016,3,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping in Brgy. Walled City, Jolo, Sulu",4,6,2016,3,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping in Brgy. Walled City, Jolo, Sulu",4,7,2015,3,150000000,156600000,156602000,-99,921,1007,121.0007814,6.05388418,,
"Carnapping in Brgy. Walled City, Jolo, Sulu",17,7,2016,3,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping in Brgy. Walled City, Jolo, Sulu",27,9,2015,3,150000000,156600000,156602000,-99,921,1007,121.0007814,6.05388418,,
"Carnapping in Brgy. Walled City, Jolo, Sulu",30,9,2015,3,150000000,156600000,156602000,-99,921,1007,121.0007814,6.05388418,,
